Date,Commodity,State,District,Price,Land_Size_Acres,Market,Quantity
2023-08-27,Soybean,Maharashtra,Indore,4807.51,50,Indore,161
2023-08-28,Soybean,Maharashtra,Indore,4387.98,50,Indore,458
2023-08-29,Soybean,Maharashtra,Indore,4724.88,50,Indore,56
2023-08-30,Soybean,Maharashtra,Indore,4531.77,50,Indore,279
2023-08-31,Soybean,Maharashtra,Indore,4693.42,50,Indore,205
2023-09-01,Soybean,Maharashtra,Indore,4404.52,50,Indore,246
2023-09-02,Soybean,Maharashtra,Indore,5123.89,50,Indore,372
2023-09-03,Soybean,Maharashtra,Indore,4892.84,50,Indore,413
2023-09-04,Soybean,Maharashtra,Indore,4623.37,50,Indore,272
2023-09-05,Soybean,Maharashtra,Indore,5131.42,50,Indore,416
2023-09-06,Soybean,Maharashtra,Indore,4634.05,50,Indore,299
2023-09-07,Soybean,Maharashtra,Indore,4940.38,50,Indore,453
2023-09-08,Soybean,Maharashtra,Indore,4622.14,50,Indore,132
2023-09-09,Soybean,Maharashtra,Indore,4728.61,50,Indore,289
2023-09-10,Soybean,Maharashtra,Indore,4586.04,50,Indore,429
2023-09-11,Soybean,Maharashtra,Indore,4639.33,50,Indore,444
2023-09-12,Soybean,Maharashtra,Indore,4662.4,50,Indore,409
2023-09-13,Soybean,Maharashtra,Indore,4411.07,50,Indore,372
2023-09-14,Soybean,Maharashtra,Indore,4492.64,50,Indore,312
2023-09-15,Soybean,Maharashtra,Indore,4549.15,50,Indore,456
2023-09-16,Soybean,Maharashtra,Indore,4684.54,50,Indore,238
2023-09-17,Soybean,Maharashtra,Indore,4608.14,50,Indore,415
2023-09-18,Soybean,Maharashtra,Indore,4971.14,50,Indore,339
2023-09-19,Soybean,Maharashtra,Indore,4875.53,50,Indore,411
2023-09-20,Soybean,Maharashtra,Indore,4564.88,50,Indore,452
2023-09-21,Soybean,Maharashtra,Indore,5040.94,50,Indore,107
2023-09-22,Soybean,Maharashtra,Indore,5191.17,50,Indore,58
2023-09-23,Soybean,Maharashtra,Indore,4019.21,50,Indore,353
2023-09-24,Soybean,Maharashtra,Indore,4915.37,50,Indore,164
2023-09-25,Soybean,Maharashtra,Indore,4431.35,50,Indore,259
2023-09-26,Soybean,Maharashtra,Indore,4883.25,50,Indore,90
2023-09-27,Soybean,Maharashtra,Indore,5018.52,50,Indore,353
2023-09-28,Soybean,Maharashtra,Indore,4388.19,50,Indore,222
2023-09-29,Soybean,Maharashtra,Indore,4100.07,50,Indore,283
2023-09-30,Soybean,Maharashtra,Indore,4911.09,50,Indore,330
2023-10-01,Soybean,Maharashtra,Indore,4706.01,50,Indore,421
2023-10-02,Soybean,Maharashtra,Indore,4170.0,50,Indore,127
2023-10-03,Soybean,Maharashtra,Indore,5434.78,50,Indore,157
2023-10-04,Soybean,Maharashtra,Indore,4868.82,50,Indore,330
2023-10-05,Soybean,Maharashtra,Indore,4888.34,50,Indore,452
2023-10-06,Soybean,Maharashtra,Indore,5103.08,50,Indore,88
2023-10-07,Soybean,Maharashtra,Indore,4525.34,50,Indore,168
2023-10-08,Soybean,Maharashtra,Indore,4745.18,50,Indore,384
2023-10-09,Soybean,Maharashtra,Indore,4316.92,50,Indore,385
2023-10-10,Soybean,Maharashtra,Indore,4537.21,50,Indore,76
2023-10-11,Soybean,Maharashtra,Indore,4842.39,50,Indore,153
2023-10-12,Soybean,Maharashtra,Indore,4234.41,50,Indore,123
2023-10-13,Soybean,Maharashtra,Indore,4550.61,50,Indore,240
2023-10-14,Soybean,Maharashtra,Indore,4470.83,50,Indore,373
2023-10-15,Soybean,Maharashtra,Indore,4799.74,50,Indore,196
2023-10-16,Soybean,Maharashtra,Indore,4937.64,50,Indore,304
2023-10-17,Soybean,Maharashtra,Indore,4996.18,50,Indore,333
2023-10-18,Soybean,Maharashtra,Indore,5081.68,50,Indore,262
2023-10-19,Soybean,Maharashtra,Indore,5202.36,50,Indore,172
2023-10-20,Soybean,Maharashtra,Indore,4981.78,50,Indore,255
2023-10-21,Soybean,Maharashtra,Indore,5374.87,50,Indore,466
2023-10-22,Soybean,Maharashtra,Indore,4853.78,50,Indore,289
2023-10-23,Soybean,Maharashtra,Indore,4775.36,50,Indore,443
2023-10-24,Soybean,Maharashtra,Indore,5019.17,50,Indore,388
2023-10-25,Soybean,Maharashtra,Indore,4781.84,50,Indore,335
2023-10-26,Soybean,Maharashtra,Indore,5412.5,50,Indore,71
2023-10-27,Soybean,Maharashtra,Indore,5206.16,50,Indore,308
2023-10-28,Soybean,Maharashtra,Indore,5102.26,50,Indore,406
2023-10-29,Soybean,Maharashtra,Indore,4927.07,50,Indore,154
2023-10-30,Soybean,Maharashtra,Indore,4776.04,50,Indore,481
2023-10-31,Soybean,Maharashtra,Indore,5119.47,50,Indore,307
2023-11-01,Soybean,Maharashtra,Indore,4581.89,50,Indore,253
2023-11-02,Soybean,Maharashtra,Indore,5391.43,50,Indore,359
2023-11-03,Soybean,Maharashtra,Indore,4889.09,50,Indore,311
2023-11-04,Soybean,Maharashtra,Indore,5045.31,50,Indore,156
2023-11-05,Soybean,Maharashtra,Indore,4692.44,50,Indore,300
2023-11-06,Soybean,Maharashtra,Indore,5193.9,50,Indore,473
2023-11-07,Soybean,Maharashtra,Indore,4852.71,50,Indore,270
2023-11-08,Soybean,Maharashtra,Indore,5195.55,50,Indore,428
2023-11-09,Soybean,Maharashtra,Indore,5240.09,50,Indore,271
2023-11-10,Soybean,Maharashtra,Indore,4830.8,50,Indore,307
2023-11-11,Soybean,Maharashtra,Indore,4700.37,50,Indore,250
2023-11-12,Soybean,Maharashtra,Indore,5509.45,50,Indore,416
2023-11-13,Soybean,Maharashtra,Indore,5004.77,50,Indore,307
2023-11-14,Soybean,Maharashtra,Indore,5142.6,50,Indore,398
2023-11-15,Soybean,Maharashtra,Indore,5233.58,50,Indore,274
2023-11-16,Soybean,Maharashtra,Indore,4724.74,50,Indore,251
2023-11-17,Soybean,Maharashtra,Indore,5252.66,50,Indore,275
2023-11-18,Soybean,Maharashtra,Indore,5156.7,50,Indore,285
2023-11-19,Soybean,Maharashtra,Indore,4947.1,50,Indore,232
2023-11-20,Soybean,Maharashtra,Indore,4806.49,50,Indore,249
2023-11-21,Soybean,Maharashtra,Indore,5348.6,50,Indore,406
2023-11-22,Soybean,Maharashtra,Indore,5518.61,50,Indore,295
2023-11-23,Soybean,Maharashtra,Indore,5247.42,50,Indore,493
2023-11-24,Soybean,Maharashtra,Indore,4777.12,50,Indore,402
2023-11-25,Soybean,Maharashtra,Indore,4903.95,50,Indore,160
2023-11-26,Soybean,Maharashtra,Indore,5105.27,50,Indore,55
2023-11-27,Soybean,Maharashtra,Indore,5718.12,50,Indore,285
2023-11-28,Soybean,Maharashtra,Indore,5188.59,50,Indore,176
2023-11-29,Soybean,Maharashtra,Indore,5135.98,50,Indore,153
2023-11-30,Soybean,Maharashtra,Indore,4788.5,50,Indore,286
2023-12-01,Soybean,Maharashtra,Indore,5107.58,50,Indore,452
2023-12-02,Soybean,Maharashtra,Indore,4948.79,50,Indore,204
2023-12-03,Soybean,Maharashtra,Indore,5031.85,50,Indore,306
2023-12-04,Soybean,Maharashtra,Indore,5382.95,50,Indore,284
2023-12-05,Soybean,Maharashtra,Indore,5240.81,50,Indore,338
2023-12-06,Soybean,Maharashtra,Indore,5885.23,50,Indore,89
2023-12-07,Soybean,Maharashtra,Indore,5713.03,50,Indore,337
2023-12-08,Soybean,Maharashtra,Indore,5221.23,50,Indore,246
2023-12-09,Soybean,Maharashtra,Indore,5143.14,50,Indore,322
2023-12-10,Soybean,Maharashtra,Indore,5847.27,50,Indore,431
2023-12-11,Soybean,Maharashtra,Indore,5944.8,50,Indore,313
2023-12-12,Soybean,Maharashtra,Indore,4802.82,50,Indore,106
2023-12-13,Soybean,Maharashtra,Indore,5503.26,50,Indore,347
2023-12-14,Soybean,Maharashtra,Indore,5414.15,50,Indore,147
2023-12-15,Soybean,Maharashtra,Indore,5698.74,50,Indore,186
2023-12-16,Soybean,Maharashtra,Indore,6101.09,50,Indore,425
2023-12-17,Soybean,Maharashtra,Indore,5387.34,50,Indore,136
2023-12-18,Soybean,Maharashtra,Indore,4928.6,50,Indore,468
2023-12-19,Soybean,Maharashtra,Indore,5734.73,50,Indore,291
2023-12-20,Soybean,Maharashtra,Indore,5992.22,50,Indore,248
2023-12-21,Soybean,Maharashtra,Indore,5498.26,50,Indore,486
2023-12-22,Soybean,Maharashtra,Indore,5392.01,50,Indore,359
2023-12-23,Soybean,Maharashtra,Indore,5486.43,50,Indore,133
2023-12-24,Soybean,Maharashtra,Indore,5886.71,50,Indore,291
2023-12-25,Soybean,Maharashtra,Indore,5509.3,50,Indore,330
2023-12-26,Soybean,Maharashtra,Indore,5758.21,50,Indore,372
2023-12-27,Soybean,Maharashtra,Indore,5681.8,50,Indore,301
2023-12-28,Soybean,Maharashtra,Indore,5664.67,50,Indore,239
2023-12-29,Soybean,Maharashtra,Indore,5911.43,50,Indore,488
2023-12-30,Soybean,Maharashtra,Indore,5571.16,50,Indore,479
2023-12-31,Soybean,Maharashtra,Indore,5599.18,50,Indore,201
2024-01-01,Soybean,Maharashtra,Indore,5981.18,50,Indore,351
2024-01-02,Soybean,Maharashtra,Indore,5459.28,50,Indore,327
2024-01-03,Soybean,Maharashtra,Indore,5504.67,50,Indore,188
2024-01-04,Soybean,Maharashtra,Indore,5403.94,50,Indore,225
2024-01-05,Soybean,Maharashtra,Indore,6049.93,50,Indore,57
2024-01-06,Soybean,Maharashtra,Indore,5776.76,50,Indore,344
2024-01-07,Soybean,Maharashtra,Indore,5427.26,50,Indore,284
2024-01-08,Soybean,Maharashtra,Indore,6090.39,50,Indore,212
2024-01-09,Soybean,Maharashtra,Indore,5680.38,50,Indore,98
2024-01-10,Soybean,Maharashtra,Indore,5598.23,50,Indore,351
2024-01-11,Soybean,Maharashtra,Indore,5813.61,50,Indore,87
2024-01-12,Soybean,Maharashtra,Indore,6328.38,50,Indore,185
2024-01-13,Soybean,Maharashtra,Indore,5778.62,50,Indore,359
2024-01-14,Soybean,Maharashtra,Indore,6081.92,50,Indore,470
2024-01-15,Soybean,Maharashtra,Indore,6139.53,50,Indore,268
2024-01-16,Soybean,Maharashtra,Indore,6066.35,50,Indore,397
2024-01-17,Soybean,Maharashtra,Indore,6326.51,50,Indore,345
2024-01-18,Soybean,Maharashtra,Indore,5744.74,50,Indore,83
2024-01-19,Soybean,Maharashtra,Indore,5655.41,50,Indore,401
2024-01-20,Soybean,Maharashtra,Indore,5660.93,50,Indore,128
2024-01-21,Soybean,Maharashtra,Indore,5947.73,50,Indore,285
2024-01-22,Soybean,Maharashtra,Indore,5718.06,50,Indore,432
2024-01-23,Soybean,Maharashtra,Indore,6057.38,50,Indore,322
2024-01-24,Soybean,Maharashtra,Indore,6047.01,50,Indore,210
2024-01-25,Soybean,Maharashtra,Indore,6340.12,50,Indore,224
2024-01-26,Soybean,Maharashtra,Indore,6132.36,50,Indore,415
2024-01-27,Soybean,Maharashtra,Indore,5930.48,50,Indore,357
2024-01-28,Soybean,Maharashtra,Indore,6188.71,50,Indore,423
2024-01-29,Soybean,Maharashtra,Indore,5766.37,50,Indore,270
2024-01-30,Soybean,Maharashtra,Indore,6073.77,50,Indore,58
2024-01-31,Soybean,Maharashtra,Indore,6190.65,50,Indore,338
2024-02-01,Soybean,Maharashtra,Indore,6143.06,50,Indore,493
2024-02-02,Soybean,Maharashtra,Indore,6238.04,50,Indore,162
2024-02-03,Soybean,Maharashtra,Indore,5929.37,50,Indore,254
2024-02-04,Soybean,Maharashtra,Indore,6477.08,50,Indore,454
2024-02-05,Soybean,Maharashtra,Indore,6686.81,50,Indore,235
2024-02-06,Soybean,Maharashtra,Indore,5667.86,50,Indore,390
2024-02-07,Soybean,Maharashtra,Indore,5792.29,50,Indore,246
2024-02-08,Soybean,Maharashtra,Indore,6178.0,50,Indore,315
2024-02-09,Soybean,Maharashtra,Indore,6096.02,50,Indore,311
2024-02-10,Soybean,Maharashtra,Indore,6749.62,50,Indore,297
2024-02-11,Soybean,Maharashtra,Indore,6254.13,50,Indore,164
2024-02-12,Soybean,Maharashtra,Indore,6613.26,50,Indore,170
2024-02-13,Soybean,Maharashtra,Indore,5587.86,50,Indore,190
2024-02-14,Soybean,Maharashtra,Indore,6453.73,50,Indore,114
2024-02-15,Soybean,Maharashtra,Indore,6001.49,50,Indore,325
2024-02-16,Soybean,Maharashtra,Indore,6003.15,50,Indore,362
2024-02-17,Soybean,Maharashtra,Indore,6154.35,50,Indore,288
2024-02-18,Soybean,Maharashtra,Indore,5807.51,50,Indore,351
2024-02-19,Soybean,Maharashtra,Indore,6373.53,50,Indore,441
2024-02-20,Soybean,Maharashtra,Indore,6303.5,50,Indore,59
2024-02-21,Soybean,Maharashtra,Indore,6331.51,50,Indore,418
2024-02-22,Soybean,Maharashtra,Indore,6522.91,50,Indore,282
2024-02-23,Soybean,Maharashtra,Indore,6716.16,50,Indore,244
2024-02-24,Soybean,Maharashtra,Indore,6157.31,50,Indore,444
2024-02-25,Soybean,Maharashtra,Indore,6414.11,50,Indore,61
2024-02-26,Soybean,Maharashtra,Indore,6363.04,50,Indore,443
2024-02-27,Soybean,Maharashtra,Indore,6392.45,50,Indore,458
2024-02-28,Soybean,Maharashtra,Indore,6400.73,50,Indore,226
2024-02-29,Soybean,Maharashtra,Indore,6763.66,50,Indore,226
2024-03-01,Soybean,Maharashtra,Indore,6151.93,50,Indore,266
2024-03-02,Soybean,Maharashtra,Indore,5835.2,50,Indore,60
2024-03-03,Soybean,Maharashtra,Indore,6086.42,50,Indore,495
2024-03-04,Soybean,Maharashtra,Indore,6525.59,50,Indore,167
2024-03-05,Soybean,Maharashtra,Indore,6307.8,50,Indore,213
2024-03-06,Soybean,Maharashtra,Indore,6162.68,50,Indore,88
2024-03-07,Soybean,Maharashtra,Indore,5981.93,50,Indore,102
2024-03-08,Soybean,Maharashtra,Indore,6372.95,50,Indore,267
2024-03-09,Soybean,Maharashtra,Indore,6501.37,50,Indore,255
2024-03-10,Soybean,Maharashtra,Indore,6400.99,50,Indore,361
2024-03-11,Soybean,Maharashtra,Indore,6234.21,50,Indore,409
2024-03-12,Soybean,Maharashtra,Indore,6354.94,50,Indore,434
2024-03-13,Soybean,Maharashtra,Indore,6353.7,50,Indore,105
2024-03-14,Soybean,Maharashtra,Indore,6368.63,50,Indore,167
2024-03-15,Soybean,Maharashtra,Indore,5956.46,50,Indore,437
2024-03-16,Soybean,Maharashtra,Indore,6370.74,50,Indore,302
2024-03-17,Soybean,Maharashtra,Indore,6178.92,50,Indore,335
2024-03-18,Soybean,Maharashtra,Indore,6622.61,50,Indore,317
2024-03-19,Soybean,Maharashtra,Indore,6349.38,50,Indore,340
2024-03-20,Soybean,Maharashtra,Indore,6559.0,50,Indore,382
2024-03-21,Soybean,Maharashtra,Indore,6216.44,50,Indore,229
2024-03-22,Soybean,Maharashtra,Indore,6225.64,50,Indore,464
2024-03-23,Soybean,Maharashtra,Indore,6751.78,50,Indore,407
2024-03-24,Soybean,Maharashtra,Indore,6432.32,50,Indore,284
2024-03-25,Soybean,Maharashtra,Indore,6084.75,50,Indore,392
2024-03-26,Soybean,Maharashtra,Indore,6565.65,50,Indore,245
2024-03-27,Soybean,Maharashtra,Indore,6133.79,50,Indore,357
2024-03-28,Soybean,Maharashtra,Indore,6358.48,50,Indore,129
2024-03-29,Soybean,Maharashtra,Indore,6838.54,50,Indore,184
2024-03-30,Soybean,Maharashtra,Indore,5854.69,50,Indore,71
2024-03-31,Soybean,Maharashtra,Indore,6227.65,50,Indore,380
2024-04-01,Soybean,Maharashtra,Indore,6398.96,50,Indore,489
2024-04-02,Soybean,Maharashtra,Indore,6501.75,50,Indore,274
2024-04-03,Soybean,Maharashtra,Indore,5895.61,50,Indore,107
2024-04-04,Soybean,Maharashtra,Indore,5802.67,50,Indore,142
2024-04-05,Soybean,Maharashtra,Indore,6585.83,50,Indore,241
2024-04-06,Soybean,Maharashtra,Indore,6037.47,50,Indore,152
2024-04-07,Soybean,Maharashtra,Indore,6019.68,50,Indore,445
2024-04-08,Soybean,Maharashtra,Indore,6707.99,50,Indore,56
2024-04-09,Soybean,Maharashtra,Indore,6258.17,50,Indore,177
2024-04-10,Soybean,Maharashtra,Indore,6254.27,50,Indore,104
2024-04-11,Soybean,Maharashtra,Indore,6171.38,50,Indore,280
2024-04-12,Soybean,Maharashtra,Indore,5851.84,50,Indore,411
2024-04-13,Soybean,Maharashtra,Indore,6415.26,50,Indore,111
2024-04-14,Soybean,Maharashtra,Indore,6328.7,50,Indore,289
2024-04-15,Soybean,Maharashtra,Indore,6249.58,50,Indore,139
2024-04-16,Soybean,Maharashtra,Indore,6156.99,50,Indore,281
2024-04-17,Soybean,Maharashtra,Indore,6096.91,50,Indore,282
2024-04-18,Soybean,Maharashtra,Indore,6450.87,50,Indore,403
2024-04-19,Soybean,Maharashtra,Indore,6127.07,50,Indore,382
2024-04-20,Soybean,Maharashtra,Indore,6142.39,50,Indore,488
2024-04-21,Soybean,Maharashtra,Indore,6312.53,50,Indore,424
2024-04-22,Soybean,Maharashtra,Indore,6207.73,50,Indore,341
2024-04-23,Soybean,Maharashtra,Indore,6629.61,50,Indore,394
2024-04-24,Soybean,Maharashtra,Indore,5599.94,50,Indore,201
2024-04-25,Soybean,Maharashtra,Indore,6209.56,50,Indore,477
2024-04-26,Soybean,Maharashtra,Indore,5898.97,50,Indore,194
2024-04-27,Soybean,Maharashtra,Indore,5818.92,50,Indore,179
2024-04-28,Soybean,Maharashtra,Indore,5955.15,50,Indore,190
2024-04-29,Soybean,Maharashtra,Indore,6099.24,50,Indore,464
2024-04-30,Soybean,Maharashtra,Indore,6102.96,50,Indore,142
2024-05-01,Soybean,Maharashtra,Indore,5608.29,50,Indore,163
2024-05-02,Soybean,Maharashtra,Indore,5891.25,50,Indore,333
2024-05-03,Soybean,Maharashtra,Indore,6127.88,50,Indore,493
2024-05-04,Soybean,Maharashtra,Indore,5770.22,50,Indore,460
2024-05-05,Soybean,Maharashtra,Indore,5688.5,50,Indore,192
2024-05-06,Soybean,Maharashtra,Indore,5335.6,50,Indore,272
2024-05-07,Soybean,Maharashtra,Indore,5802.84,50,Indore,281
2024-05-08,Soybean,Maharashtra,Indore,5646.13,50,Indore,82
2024-05-09,Soybean,Maharashtra,Indore,5684.93,50,Indore,325
2024-05-10,Soybean,Maharashtra,Indore,5887.52,50,Indore,219
2024-05-11,Soybean,Maharashtra,Indore,5777.96,50,Indore,189
2024-05-12,Soybean,Maharashtra,Indore,5596.74,50,Indore,406
2024-05-13,Soybean,Maharashtra,Indore,5300.46,50,Indore,250
2024-05-14,Soybean,Maharashtra,Indore,6014.38,50,Indore,72
2024-05-15,Soybean,Maharashtra,Indore,6137.9,50,Indore,273
2024-05-16,Soybean,Maharashtra,Indore,5781.29,50,Indore,417
2024-05-17,Soybean,Maharashtra,Indore,5808.73,50,Indore,319
2024-05-18,Soybean,Maharashtra,Indore,5877.36,50,Indore,396
2024-05-19,Soybean,Maharashtra,Indore,6338.1,50,Indore,202
2024-05-20,Soybean,Maharashtra,Indore,5382.02,50,Indore,382
2024-05-21,Soybean,Maharashtra,Indore,5715.75,50,Indore,134
2024-05-22,Soybean,Maharashtra,Indore,5311.19,50,Indore,158
2024-05-23,Soybean,Maharashtra,Indore,5924.08,50,Indore,80
2024-05-24,Soybean,Maharashtra,Indore,5759.72,50,Indore,278
2024-05-25,Soybean,Maharashtra,Indore,5851.26,50,Indore,289
2024-05-26,Soybean,Maharashtra,Indore,5823.68,50,Indore,427
2024-05-27,Soybean,Maharashtra,Indore,6062.27,50,Indore,412
2024-05-28,Soybean,Maharashtra,Indore,5913.74,50,Indore,359
2024-05-29,Soybean,Maharashtra,Indore,5988.65,50,Indore,438
2024-05-30,Soybean,Maharashtra,Indore,5406.97,50,Indore,190
2024-05-31,Soybean,Maharashtra,Indore,6071.66,50,Indore,205
2024-06-01,Soybean,Maharashtra,Indore,5484.04,50,Indore,348
2024-06-02,Soybean,Maharashtra,Indore,5488.28,50,Indore,394
2024-06-03,Soybean,Maharashtra,Indore,5755.95,50,Indore,420
2024-06-04,Soybean,Maharashtra,Indore,5752.2,50,Indore,148
2024-06-05,Soybean,Maharashtra,Indore,5326.95,50,Indore,96
2024-06-06,Soybean,Maharashtra,Indore,5583.39,50,Indore,376
2024-06-07,Soybean,Maharashtra,Indore,6068.68,50,Indore,471
2024-06-08,Soybean,Maharashtra,Indore,5168.53,50,Indore,116
2024-06-09,Soybean,Maharashtra,Indore,6041.4,50,Indore,111
2024-06-10,Soybean,Maharashtra,Indore,5510.12,50,Indore,158
2024-06-11,Soybean,Maharashtra,Indore,4868.1,50,Indore,216
2024-06-12,Soybean,Maharashtra,Indore,5146.19,50,Indore,86
2024-06-13,Soybean,Maharashtra,Indore,5253.95,50,Indore,168
2024-06-14,Soybean,Maharashtra,Indore,5342.61,50,Indore,135
2024-06-15,Soybean,Maharashtra,Indore,5485.18,50,Indore,431
2024-06-16,Soybean,Maharashtra,Indore,4692.37,50,Indore,441
2024-06-17,Soybean,Maharashtra,Indore,5546.29,50,Indore,101
2024-06-18,Soybean,Maharashtra,Indore,5160.57,50,Indore,140
2024-06-19,Soybean,Maharashtra,Indore,5881.14,50,Indore,338
2024-06-20,Soybean,Maharashtra,Indore,5369.84,50,Indore,386
2024-06-21,Soybean,Maharashtra,Indore,5720.7,50,Indore,347
2024-06-22,Soybean,Maharashtra,Indore,5757.93,50,Indore,253
2024-06-23,Soybean,Maharashtra,Indore,5736.83,50,Indore,417
2024-06-24,Soybean,Maharashtra,Indore,5229.0,50,Indore,287
2024-06-25,Soybean,Maharashtra,Indore,5212.29,50,Indore,431
2024-06-26,Soybean,Maharashtra,Indore,5305.73,50,Indore,204
2024-06-27,Soybean,Maharashtra,Indore,5551.33,50,Indore,289
2024-06-28,Soybean,Maharashtra,Indore,5194.55,50,Indore,185
2024-06-29,Soybean,Maharashtra,Indore,5299.34,50,Indore,456
2024-06-30,Soybean,Maharashtra,Indore,5404.63,50,Indore,411
2024-07-01,Soybean,Maharashtra,Indore,5038.58,50,Indore,430
2024-07-02,Soybean,Maharashtra,Indore,5007.2,50,Indore,418
2024-07-03,Soybean,Maharashtra,Indore,5237.82,50,Indore,113
2024-07-04,Soybean,Maharashtra,Indore,5265.3,50,Indore,172
2024-07-05,Soybean,Maharashtra,Indore,5391.05,50,Indore,303
2024-07-06,Soybean,Maharashtra,Indore,5450.38,50,Indore,163
2024-07-07,Soybean,Maharashtra,Indore,4907.13,50,Indore,69
2024-07-08,Soybean,Maharashtra,Indore,4981.35,50,Indore,65
2024-07-09,Soybean,Maharashtra,Indore,4921.98,50,Indore,194
2024-07-10,Soybean,Maharashtra,Indore,5625.27,50,Indore,257
2024-07-11,Soybean,Maharashtra,Indore,5153.91,50,Indore,68
2024-07-12,Soybean,Maharashtra,Indore,5183.39,50,Indore,425
2024-07-13,Soybean,Maharashtra,Indore,5184.57,50,Indore,441
2024-07-14,Soybean,Maharashtra,Indore,4941.34,50,Indore,215
2024-07-15,Soybean,Maharashtra,Indore,5614.25,50,Indore,87
2024-07-16,Soybean,Maharashtra,Indore,5257.33,50,Indore,230
2024-07-17,Soybean,Maharashtra,Indore,5135.09,50,Indore,398
2024-07-18,Soybean,Maharashtra,Indore,4780.96,50,Indore,154
2024-07-19,Soybean,Maharashtra,Indore,4753.42,50,Indore,149
2024-07-20,Soybean,Maharashtra,Indore,4998.94,50,Indore,139
2024-07-21,Soybean,Maharashtra,Indore,4871.36,50,Indore,464
2024-07-22,Soybean,Maharashtra,Indore,4751.02,50,Indore,349
2024-07-23,Soybean,Maharashtra,Indore,4950.02,50,Indore,493
2024-07-24,Soybean,Maharashtra,Indore,4986.58,50,Indore,381
2024-07-25,Soybean,Maharashtra,Indore,5084.41,50,Indore,450
2024-07-26,Soybean,Maharashtra,Indore,4881.22,50,Indore,128
2024-07-27,Soybean,Maharashtra,Indore,4720.81,50,Indore,122
2024-07-28,Soybean,Maharashtra,Indore,4722.06,50,Indore,472
2024-07-29,Soybean,Maharashtra,Indore,5368.85,50,Indore,475
2024-07-30,Soybean,Maharashtra,Indore,4620.63,50,Indore,225
2024-07-31,Soybean,Maharashtra,Indore,5096.48,50,Indore,445
2024-08-01,Soybean,Maharashtra,Indore,5134.94,50,Indore,145
2024-08-02,Soybean,Maharashtra,Indore,4934.42,50,Indore,394
2024-08-03,Soybean,Maharashtra,Indore,5493.06,50,Indore,152
2024-08-04,Soybean,Maharashtra,Indore,5105.33,50,Indore,451
2024-08-05,Soybean,Maharashtra,Indore,5499.97,50,Indore,273
2024-08-06,Soybean,Maharashtra,Indore,4744.25,50,Indore,55
2024-08-07,Soybean,Maharashtra,Indore,4742.06,50,Indore,171
2024-08-08,Soybean,Maharashtra,Indore,5083.37,50,Indore,285
2024-08-09,Soybean,Maharashtra,Indore,4839.73,50,Indore,476
2024-08-10,Soybean,Maharashtra,Indore,5417.13,50,Indore,165
2024-08-11,Soybean,Maharashtra,Indore,5007.4,50,Indore,212
2024-08-12,Soybean,Maharashtra,Indore,4585.19,50,Indore,275
2024-08-13,Soybean,Maharashtra,Indore,4371.39,50,Indore,279
2024-08-14,Soybean,Maharashtra,Indore,4863.04,50,Indore,231
2024-08-15,Soybean,Maharashtra,Indore,4854.07,50,Indore,298
2024-08-16,Soybean,Maharashtra,Indore,4969.44,50,Indore,367
2024-08-17,Soybean,Maharashtra,Indore,5233.23,50,Indore,259
2024-08-18,Soybean,Maharashtra,Indore,5188.69,50,Indore,193
2024-08-19,Soybean,Maharashtra,Indore,4686.43,50,Indore,441
2024-08-20,Soybean,Maharashtra,Indore,4467.33,50,Indore,394
2024-08-21,Soybean,Maharashtra,Indore,4480.82,50,Indore,145
2024-08-22,Soybean,Maharashtra,Indore,4625.83,50,Indore,431
2024-08-23,Soybean,Maharashtra,Indore,4732.88,50,Indore,395
2024-08-24,Soybean,Maharashtra,Indore,4930.67,50,Indore,293
2024-08-25,Soybean,Maharashtra,Indore,4595.35,50,Indore,135
2024-08-26,Soybean,Maharashtra,Indore,4916.46,50,Indore,464
2024-08-27,Soybean,Maharashtra,Indore,4937.89,50,Indore,443
2024-08-28,Soybean,Maharashtra,Indore,4869.45,50,Indore,233
2024-08-29,Soybean,Maharashtra,Indore,4485.25,50,Indore,170
2024-08-30,Soybean,Maharashtra,Indore,4961.81,50,Indore,381
2024-08-31,Soybean,Maharashtra,Indore,5443.71,50,Indore,141
2024-09-01,Soybean,Maharashtra,Indore,4891.18,50,Indore,119
2024-09-02,Soybean,Maharashtra,Indore,3929.82,50,Indore,453
2024-09-03,Soybean,Maharashtra,Indore,5186.56,50,Indore,182
2024-09-04,Soybean,Maharashtra,Indore,4602.26,50,Indore,328
2024-09-05,Soybean,Maharashtra,Indore,5491.83,50,Indore,186
2024-09-06,Soybean,Maharashtra,Indore,4846.29,50,Indore,363
2024-09-07,Soybean,Maharashtra,Indore,4305.47,50,Indore,236
2024-09-08,Soybean,Maharashtra,Indore,4191.2,50,Indore,270
2024-09-09,Soybean,Maharashtra,Indore,5272.5,50,Indore,487
2024-09-10,Soybean,Maharashtra,Indore,5142.56,50,Indore,95
2024-09-11,Soybean,Maharashtra,Indore,5479.04,50,Indore,327
2024-09-12,Soybean,Maharashtra,Indore,4815.19,50,Indore,241
2024-09-13,Soybean,Maharashtra,Indore,4795.87,50,Indore,57
2024-09-14,Soybean,Maharashtra,Indore,4699.17,50,Indore,428
2024-09-15,Soybean,Maharashtra,Indore,4617.89,50,Indore,325
2024-09-16,Soybean,Maharashtra,Indore,4699.28,50,Indore,228
