Date,Commodity,Price,Market,Quantity
2023-06-13,Mustard,6190.53,Mumbai,167
2023-06-14,Mustard,6284.24,Mumbai,422
2023-06-15,Mustard,6000.02,Delhi,617
2023-06-16,Mustard,5951.55,Chennai,368
2023-06-17,Mustard,5673.26,Chennai,636
2023-06-18,Mustard,5855.43,Surat,217
2023-06-19,Mustard,5726.26,Delhi,466
2023-06-20,Mustard,5782.74,Delhi,165
2023-06-21,Mustard,6229.14,Delhi,912
2023-06-22,Mustard,5869.95,Delhi,274
2023-06-23,Mustard,5663.84,Surat,594
2023-06-24,Mustard,6105.9,Chennai,213
2023-06-25,Mustard,6014.0,Mumbai,538
2023-06-26,Mustard,6016.4,Indore,246
2023-06-27,Mustard,5405.56,Indore,408
2023-06-28,Mustard,6188.42,Delhi,849
2023-06-29,Mustard,5678.87,Chennai,527
2023-06-30,Mustard,5938.04,Mumbai,804
2023-07-01,Mustard,6279.08,Indore,986
2023-07-02,Mustard,6197.25,Indore,949
2023-07-03,Mustard,5562.54,Surat,538
2023-07-04,Mustard,5461.01,Surat,959
2023-07-05,Mustard,6027.85,Surat,798
2023-07-06,Mustard,5762.07,Mumbai,639
2023-07-07,Mustard,5625.37,Indore,791
2023-07-08,Mustard,5841.68,Chennai,225
2023-07-09,Mustard,5676.77,Mumbai,136
2023-07-10,Mustard,5841.54,Delhi,710
2023-07-11,Mustard,5706.61,Delhi,226
2023-07-12,Mustard,5829.66,Indore,267
2023-07-13,Mustard,5498.26,Chennai,737
2023-07-14,Mustard,5954.08,Surat,409
2023-07-15,Mustard,5800.75,Surat,518
2023-07-16,Mustard,5782.56,Surat,784
2023-07-17,Mustard,5421.88,Surat,538
2023-07-18,Mustard,5977.48,Chennai,893
2023-07-19,Mustard,5627.0,Chennai,588
2023-07-20,Mustard,5767.58,Mumbai,745
2023-07-21,Mustard,5549.67,Indore,163
2023-07-22,Mustard,5658.73,Indore,974
2023-07-23,Mustard,5658.34,Chennai,590
2023-07-24,Mustard,5027.34,Delhi,954
2023-07-25,Mustard,5700.28,Mumbai,412
2023-07-26,Mustard,5969.38,Indore,912
2023-07-27,Mustard,5676.85,Surat,565
2023-07-28,Mustard,5369.99,Indore,402
2023-07-29,Mustard,5684.23,Indore,781
2023-07-30,Mustard,5758.9,Delhi,531
2023-07-31,Mustard,5642.33,Surat,446
2023-08-01,Mustard,5517.92,Indore,748
2023-08-02,Mustard,5477.29,Chennai,208
2023-08-03,Mustard,5469.51,Mumbai,898
2023-08-04,Mustard,5651.45,Chennai,189
2023-08-05,Mustard,5223.67,Chennai,688
2023-08-06,Mustard,5424.01,Mumbai,442
2023-08-07,Mustard,5810.87,Surat,200
2023-08-08,Mustard,5812.04,Chennai,703
2023-08-09,Mustard,5183.11,Mumbai,127
2023-08-10,Mustard,5246.08,Mumbai,636
2023-08-11,Mustard,5411.96,Delhi,597
2023-08-12,Mustard,5638.41,Mumbai,233
2023-08-13,Mustard,5088.31,Indore,348
2023-08-14,Mustard,5436.84,Chennai,649
2023-08-15,Mustard,5347.07,Chennai,174
2023-08-16,Mustard,5701.3,Delhi,267
2023-08-17,Mustard,5095.02,Indore,602
2023-08-18,Mustard,5443.32,Chennai,454
2023-08-19,Mustard,5340.6,Mumbai,763
2023-08-20,Mustard,5707.91,Indore,245
2023-08-21,Mustard,5528.21,Mumbai,983
2023-08-22,Mustard,5286.35,Chennai,443
2023-08-23,Mustard,5569.15,Chennai,134
2023-08-24,Mustard,5315.77,Mumbai,252
2023-08-25,Mustard,5588.59,Chennai,607
2023-08-26,Mustard,5336.61,Indore,581
2023-08-27,Mustard,5590.38,Mumbai,837
2023-08-28,Mustard,5462.2,Chennai,822
2023-08-29,Mustard,6022.75,Mumbai,627
2023-08-30,Mustard,5355.86,Indore,940
2023-08-31,Mustard,5438.92,Mumbai,141
2023-09-01,Mustard,5262.5,Indore,580
2023-09-02,Mustard,5355.09,Delhi,947
2023-09-03,Mustard,4810.48,Surat,971
2023-09-04,Mustard,5440.39,Delhi,645
2023-09-05,Mustard,5612.4,Mumbai,992
2023-09-06,Mustard,5419.84,Chennai,745
2023-09-07,Mustard,5074.56,Chennai,733
2023-09-08,Mustard,5173.93,Mumbai,147
2023-09-09,Mustard,4845.34,Indore,650
2023-09-10,Mustard,5524.4,Delhi,109
2023-09-11,Mustard,5124.67,Mumbai,855
2023-09-12,Mustard,5317.74,Delhi,699
2023-09-13,Mustard,5290.38,Surat,480
2023-09-14,Mustard,5616.45,Mumbai,578
2023-09-15,Mustard,5333.89,Surat,290
2023-09-16,Mustard,5476.68,Mumbai,720
2023-09-17,Mustard,5422.4,Mumbai,253
2023-09-18,Mustard,5583.34,Surat,308
2023-09-19,Mustard,5262.13,Indore,988
2023-09-20,Mustard,5682.52,Surat,168
2023-09-21,Mustard,4910.25,Chennai,887
2023-09-22,Mustard,5477.8,Delhi,722
2023-09-23,Mustard,5132.06,Delhi,704
2023-09-24,Mustard,5206.06,Chennai,871
2023-09-25,Mustard,5417.86,Delhi,720
2023-09-26,Mustard,5415.77,Delhi,288
2023-09-27,Mustard,5424.44,Mumbai,107
2023-09-28,Mustard,5025.73,Indore,595
2023-09-29,Mustard,5592.73,Mumbai,216
2023-09-30,Mustard,5122.9,Indore,710
2023-10-01,Mustard,5149.82,Chennai,608
2023-10-02,Mustard,5431.26,Delhi,263
2023-10-03,Mustard,5246.88,Chennai,367
2023-10-04,Mustard,5366.58,Chennai,173
2023-10-05,Mustard,4874.45,Surat,172
2023-10-06,Mustard,5363.63,Surat,298
2023-10-07,Mustard,5351.47,Delhi,857
2023-10-08,Mustard,5207.22,Surat,890
2023-10-09,Mustard,4895.81,Chennai,250
2023-10-10,Mustard,5269.65,Chennai,305
2023-10-11,Mustard,5306.46,Delhi,278
2023-10-12,Mustard,5242.37,Chennai,834
2023-10-13,Mustard,4950.6,Mumbai,898
2023-10-14,Mustard,5638.94,Delhi,887
2023-10-15,Mustard,5194.54,Surat,282
2023-10-16,Mustard,5280.32,Mumbai,592
2023-10-17,Mustard,4845.47,Delhi,764
2023-10-18,Mustard,5649.07,Chennai,733
2023-10-19,Mustard,5239.67,Surat,205
2023-10-20,Mustard,5355.7,Indore,797
2023-10-21,Mustard,5563.32,Indore,693
2023-10-22,Mustard,5207.22,Indore,985
2023-10-23,Mustard,5538.58,Surat,291
2023-10-24,Mustard,4937.25,Chennai,825
2023-10-25,Mustard,5463.43,Indore,566
2023-10-26,Mustard,5671.54,Mumbai,423
2023-10-27,Mustard,5245.0,Mumbai,591
2023-10-28,Mustard,5588.99,Indore,282
2023-10-29,Mustard,5736.26,Mumbai,566
2023-10-30,Mustard,5322.9,Surat,618
2023-10-31,Mustard,5310.88,Indore,404
2023-11-01,Mustard,5203.38,Mumbai,243
2023-11-02,Mustard,5285.88,Indore,683
2023-11-03,Mustard,5229.66,Delhi,831
2023-11-04,Mustard,5217.95,Surat,694
2023-11-05,Mustard,5642.7,Delhi,372
2023-11-06,Mustard,5250.23,Chennai,106
2023-11-07,Mustard,5465.33,Indore,621
2023-11-08,Mustard,5426.79,Delhi,647
2023-11-09,Mustard,5724.41,Mumbai,617
2023-11-10,Mustard,5329.92,Delhi,314
2023-11-11,Mustard,5512.66,Chennai,225
2023-11-12,Mustard,5600.64,Mumbai,538
2023-11-13,Mustard,5746.48,Mumbai,785
2023-11-14,Mustard,5351.19,Indore,637
2023-11-15,Mustard,5337.49,Indore,993
2023-11-16,Mustard,5255.15,Delhi,383
2023-11-17,Mustard,5921.3,Indore,174
2023-11-18,Mustard,5757.58,Chennai,177
2023-11-19,Mustard,5478.99,Indore,701
2023-11-20,Mustard,5880.56,Chennai,665
2023-11-21,Mustard,5480.84,Indore,427
2023-11-22,Mustard,5653.13,Indore,887
2023-11-23,Mustard,5517.42,Indore,426
2023-11-24,Mustard,5602.17,Mumbai,720
2023-11-25,Mustard,5588.28,Mumbai,768
2023-11-26,Mustard,5452.34,Surat,134
2023-11-27,Mustard,5763.32,Indore,486
2023-11-28,Mustard,5695.59,Chennai,715
2023-11-29,Mustard,5765.6,Indore,100
2023-11-30,Mustard,5631.84,Indore,563
2023-12-01,Mustard,5394.3,Surat,186
2023-12-02,Mustard,5925.38,Mumbai,222
2023-12-03,Mustard,5538.96,Indore,397
2023-12-04,Mustard,5672.32,Chennai,789
2023-12-05,Mustard,5734.69,Surat,264
2023-12-06,Mustard,5687.27,Mumbai,798
2023-12-07,Mustard,5807.1,Mumbai,838
2023-12-08,Mustard,5846.99,Chennai,659
2023-12-09,Mustard,5595.71,Indore,471
2023-12-10,Mustard,5974.19,Indore,215
2023-12-11,Mustard,5604.19,Chennai,416
2023-12-12,Mustard,5733.44,Mumbai,991
2023-12-13,Mustard,5597.13,Surat,762
2023-12-14,Mustard,5548.6,Delhi,149
2023-12-15,Mustard,5900.8,Delhi,434
2023-12-16,Mustard,6325.05,Indore,370
2023-12-17,Mustard,5637.07,Delhi,903
2023-12-18,Mustard,5961.28,Indore,801
2023-12-19,Mustard,5661.86,Chennai,460
2023-12-20,Mustard,5733.81,Delhi,587
2023-12-21,Mustard,6096.31,Chennai,355
2023-12-22,Mustard,5539.01,Surat,852
2023-12-23,Mustard,5495.03,Chennai,100
2023-12-24,Mustard,5754.19,Delhi,545
2023-12-25,Mustard,5913.36,Surat,433
2023-12-26,Mustard,5882.37,Mumbai,448
2023-12-27,Mustard,5870.79,Delhi,181
2023-12-28,Mustard,5814.52,Chennai,803
2023-12-29,Mustard,5974.05,Chennai,649
2023-12-30,Mustard,5243.07,Indore,409
2023-12-31,Mustard,5684.71,Delhi,308
2024-01-01,Mustard,5825.21,Chennai,700
2024-01-02,Mustard,5993.91,Chennai,439
2024-01-03,Mustard,6160.02,Chennai,544
2024-01-04,Mustard,5694.11,Chennai,121
2024-01-05,Mustard,6171.6,Indore,584
2024-01-06,Mustard,5798.71,Delhi,733
2024-01-07,Mustard,5872.27,Mumbai,372
2024-01-08,Mustard,6023.56,Delhi,602
2024-01-09,Mustard,5875.63,Delhi,231
2024-01-10,Mustard,6147.28,Chennai,581
2024-01-11,Mustard,5853.29,Mumbai,424
2024-01-12,Mustard,5865.24,Chennai,759
2024-01-13,Mustard,6162.45,Indore,716
2024-01-14,Mustard,5808.31,Chennai,587
2024-01-15,Mustard,6019.56,Mumbai,808
2024-01-16,Mustard,5646.49,Delhi,796
2024-01-17,Mustard,6351.29,Delhi,364
2024-01-18,Mustard,6237.4,Indore,711
2024-01-19,Mustard,6554.8,Delhi,538
2024-01-20,Mustard,6281.1,Chennai,521
2024-01-21,Mustard,5796.1,Indore,977
2024-01-22,Mustard,6164.31,Mumbai,629
2024-01-23,Mustard,5855.48,Mumbai,994
2024-01-24,Mustard,6363.13,Mumbai,612
2024-01-25,Mustard,5835.68,Surat,359
2024-01-26,Mustard,5834.41,Chennai,181
2024-01-27,Mustard,5750.55,Indore,782
2024-01-28,Mustard,5983.04,Indore,643
2024-01-29,Mustard,5950.96,Mumbai,383
2024-01-30,Mustard,5844.59,Delhi,204
2024-01-31,Mustard,6502.89,Surat,799
2024-02-01,Mustard,6218.83,Delhi,698
2024-02-02,Mustard,6203.15,Delhi,973
2024-02-03,Mustard,6446.32,Mumbai,112
2024-02-04,Mustard,6187.43,Delhi,793
2024-02-05,Mustard,5994.06,Chennai,212
2024-02-06,Mustard,5811.29,Chennai,270
2024-02-07,Mustard,5997.77,Chennai,525
2024-02-08,Mustard,6467.23,Mumbai,178
2024-02-09,Mustard,5922.35,Delhi,281
2024-02-10,Mustard,6251.22,Indore,897
2024-02-11,Mustard,6394.46,Delhi,965
2024-02-12,Mustard,6251.74,Delhi,807
2024-02-13,Mustard,6281.36,Indore,170
2024-02-14,Mustard,6339.48,Delhi,717
2024-02-15,Mustard,6290.91,Delhi,292
2024-02-16,Mustard,6543.46,Surat,593
2024-02-17,Mustard,6020.07,Mumbai,151
2024-02-18,Mustard,6282.59,Delhi,462
2024-02-19,Mustard,5877.13,Chennai,573
2024-02-20,Mustard,5832.19,Mumbai,862
2024-02-21,Mustard,6236.65,Surat,397
2024-02-22,Mustard,6367.6,Indore,795
2024-02-23,Mustard,6590.88,Indore,297
2024-02-24,Mustard,6754.4,Surat,510
2024-02-25,Mustard,6540.0,Mumbai,793
2024-02-26,Mustard,6426.93,Mumbai,468
2024-02-27,Mustard,6318.84,Indore,930
2024-02-28,Mustard,5985.82,Mumbai,927
2024-02-29,Mustard,6267.96,Indore,673
2024-03-01,Mustard,6560.21,Chennai,633
2024-03-02,Mustard,6486.64,Indore,311
2024-03-03,Mustard,6054.43,Chennai,598
2024-03-04,Mustard,6439.1,Mumbai,653
2024-03-05,Mustard,6426.43,Delhi,642
2024-03-06,Mustard,6395.05,Delhi,858
2024-03-07,Mustard,6323.7,Delhi,372
2024-03-08,Mustard,6466.45,Mumbai,306
2024-03-09,Mustard,6476.72,Indore,667
2024-03-10,Mustard,6212.75,Indore,668
2024-03-11,Mustard,6435.7,Surat,581
2024-03-12,Mustard,6310.33,Indore,213
2024-03-13,Mustard,6054.14,Chennai,996
2024-03-14,Mustard,6242.5,Surat,952
2024-03-15,Mustard,6045.18,Chennai,809
2024-03-16,Mustard,6556.89,Chennai,420
2024-03-17,Mustard,6434.87,Indore,996
2024-03-18,Mustard,6295.26,Indore,888
2024-03-19,Mustard,6652.99,Chennai,627
2024-03-20,Mustard,6384.86,Surat,990
2024-03-21,Mustard,6087.26,Chennai,153
2024-03-22,Mustard,6287.7,Delhi,947
2024-03-23,Mustard,6704.12,Surat,164
2024-03-24,Mustard,6245.45,Surat,685
2024-03-25,Mustard,6436.05,Indore,372
2024-03-26,Mustard,6531.29,Mumbai,798
2024-03-27,Mustard,6501.86,Surat,792
2024-03-28,Mustard,6874.98,Surat,946
2024-03-29,Mustard,6150.89,Delhi,913
2024-03-30,Mustard,6171.78,Chennai,551
2024-03-31,Mustard,6155.89,Indore,101
2024-04-01,Mustard,6329.28,Delhi,533
2024-04-02,Mustard,6608.82,Chennai,180
2024-04-03,Mustard,6182.92,Chennai,751
2024-04-04,Mustard,6612.12,Mumbai,439
2024-04-05,Mustard,6396.5,Mumbai,537
2024-04-06,Mustard,6167.56,Chennai,157
2024-04-07,Mustard,6038.82,Indore,144
2024-04-08,Mustard,6083.17,Mumbai,378
2024-04-09,Mustard,6254.96,Delhi,560
2024-04-10,Mustard,6353.59,Surat,126
2024-04-11,Mustard,6655.79,Delhi,196
2024-04-12,Mustard,6545.39,Surat,720
2024-04-13,Mustard,6216.65,Indore,284
2024-04-14,Mustard,6464.88,Chennai,928
2024-04-15,Mustard,6712.02,Delhi,666
2024-04-16,Mustard,6754.92,Delhi,708
2024-04-17,Mustard,6315.54,Chennai,253
2024-04-18,Mustard,6568.21,Indore,178
2024-04-19,Mustard,6652.54,Indore,954
2024-04-20,Mustard,6070.99,Chennai,645
2024-04-21,Mustard,6267.63,Mumbai,268
2024-04-22,Mustard,6811.69,Mumbai,762
2024-04-23,Mustard,6304.92,Indore,413
2024-04-24,Mustard,5776.63,Delhi,142
2024-04-25,Mustard,6335.39,Mumbai,100
2024-04-26,Mustard,6581.53,Chennai,369
2024-04-27,Mustard,6354.79,Surat,835
2024-04-28,Mustard,6493.32,Delhi,682
2024-04-29,Mustard,6534.51,Delhi,325
2024-04-30,Mustard,6272.37,Surat,225
2024-05-01,Mustard,6235.84,Surat,308
2024-05-02,Mustard,6366.63,Mumbai,173
2024-05-03,Mustard,6367.6,Indore,290
2024-05-04,Mustard,6338.84,Delhi,918
2024-05-05,Mustard,6342.9,Surat,155
2024-05-06,Mustard,6169.89,Mumbai,131
2024-05-07,Mustard,6465.26,Indore,383
2024-05-08,Mustard,6430.53,Mumbai,931
2024-05-09,Mustard,6038.84,Indore,597
2024-05-10,Mustard,6223.45,Delhi,229
2024-05-11,Mustard,6315.03,Surat,213
2024-05-12,Mustard,6184.56,Chennai,370
2024-05-13,Mustard,6413.79,Mumbai,314
2024-05-14,Mustard,6267.73,Surat,889
2024-05-15,Mustard,6309.59,Delhi,814
2024-05-16,Mustard,6190.2,Delhi,636
2024-05-17,Mustard,5866.16,Chennai,275
2024-05-18,Mustard,5849.09,Indore,216
2024-05-19,Mustard,6371.33,Mumbai,528
2024-05-20,Mustard,6300.94,Mumbai,756
2024-05-21,Mustard,6329.34,Chennai,924
2024-05-22,Mustard,6262.46,Delhi,451
2024-05-23,Mustard,6272.34,Mumbai,417
2024-05-24,Mustard,6416.99,Mumbai,935
2024-05-25,Mustard,6305.78,Mumbai,372
2024-05-26,Mustard,6418.62,Chennai,917
2024-05-27,Mustard,6238.23,Delhi,814
2024-05-28,Mustard,6137.27,Chennai,760
2024-05-29,Mustard,6229.51,Delhi,794
2024-05-30,Mustard,6016.68,Chennai,251
2024-05-31,Mustard,6101.11,Delhi,976
2024-06-01,Mustard,6205.68,Mumbai,373
2024-06-02,Mustard,6196.04,Delhi,595
2024-06-03,Mustard,6134.83,Surat,200
2024-06-04,Mustard,5871.35,Chennai,181
2024-06-05,Mustard,6269.07,Mumbai,172
2024-06-06,Mustard,6301.37,Mumbai,256
2024-06-07,Mustard,6455.93,Surat,437
2024-06-08,Mustard,6208.16,Indore,503
2024-06-09,Mustard,6112.65,Indore,719
2024-06-10,Mustard,5902.24,Mumbai,304
2024-06-11,Mustard,6395.69,Indore,882
2024-06-12,Mustard,6139.24,Surat,346
2024-06-13,Mustard,6120.69,Indore,957
2024-06-14,Mustard,6023.5,Surat,637
2024-06-15,Mustard,6002.96,Mumbai,253
2024-06-16,Mustard,6196.41,Delhi,785
2024-06-17,Mustard,5846.63,Surat,532
2024-06-18,Mustard,6368.13,Delhi,579
2024-06-19,Mustard,6316.64,Chennai,230
2024-06-20,Mustard,5956.39,Delhi,909
2024-06-21,Mustard,5846.45,Indore,372
2024-06-22,Mustard,5608.19,Surat,687
2024-06-23,Mustard,5752.92,Mumbai,795
2024-06-24,Mustard,6141.14,Indore,974
2024-06-25,Mustard,6050.16,Mumbai,666
2024-06-26,Mustard,6077.74,Delhi,454
2024-06-27,Mustard,5601.79,Surat,967
2024-06-28,Mustard,5883.64,Chennai,729
2024-06-29,Mustard,6228.13,Surat,507
2024-06-30,Mustard,5927.35,Chennai,921
2024-07-01,Mustard,5683.96,Mumbai,660
2024-07-02,Mustard,5907.96,Mumbai,365
2024-07-03,Mustard,5767.95,Delhi,299
2024-07-04,Mustard,5980.75,Chennai,586
2024-07-05,Mustard,5910.0,Surat,233
2024-07-06,Mustard,6006.43,Surat,435
2024-07-07,Mustard,5646.08,Mumbai,433
2024-07-08,Mustard,5791.83,Indore,765
2024-07-09,Mustard,6091.58,Delhi,433
2024-07-10,Mustard,5594.57,Mumbai,637
2024-07-11,Mustard,5656.77,Mumbai,400
2024-07-12,Mustard,5889.23,Surat,674
2024-07-13,Mustard,5898.73,Indore,535
2024-07-14,Mustard,5735.65,Surat,864
2024-07-15,Mustard,5769.8,Delhi,558
2024-07-16,Mustard,5924.23,Delhi,497
2024-07-17,Mustard,5979.65,Surat,385
2024-07-18,Mustard,5588.05,Mumbai,239
2024-07-19,Mustard,5866.97,Delhi,655
2024-07-20,Mustard,6088.77,Mumbai,880
2024-07-21,Mustard,5755.49,Delhi,847
2024-07-22,Mustard,5555.05,Delhi,760
2024-07-23,Mustard,5538.2,Surat,915
2024-07-24,Mustard,5723.72,Surat,677
2024-07-25,Mustard,5955.55,Delhi,556
2024-07-26,Mustard,5732.79,Chennai,890
2024-07-27,Mustard,5771.42,Mumbai,353
2024-07-28,Mustard,5526.99,Surat,229
2024-07-29,Mustard,5915.63,Surat,375
2024-07-30,Mustard,5482.69,Indore,657
2024-07-31,Mustard,5603.81,Indore,282
2024-08-01,Mustard,5823.65,Surat,907
2024-08-02,Mustard,5282.81,Delhi,611
2024-08-03,Mustard,5718.6,Surat,177
2024-08-04,Mustard,5469.18,Indore,773
2024-08-05,Mustard,5673.57,Surat,608
2024-08-06,Mustard,5593.19,Chennai,291
2024-08-07,Mustard,6078.2,Surat,377
2024-08-08,Mustard,5571.92,Delhi,623
2024-08-09,Mustard,6012.68,Surat,222
2024-08-10,Mustard,5755.24,Chennai,150
2024-08-11,Mustard,5471.34,Indore,873
2024-08-12,Mustard,5691.68,Surat,254
2024-08-13,Mustard,5558.61,Chennai,718
2024-08-14,Mustard,5662.0,Chennai,915
2024-08-15,Mustard,5464.97,Indore,168
2024-08-16,Mustard,5940.06,Indore,242
2024-08-17,Mustard,5781.48,Indore,477
2024-08-18,Mustard,5597.24,Chennai,634
2024-08-19,Mustard,5931.3,Chennai,392
2024-08-20,Mustard,5595.04,Mumbai,370
2024-08-21,Mustard,5794.52,Indore,192
2024-08-22,Mustard,5577.58,Mumbai,253
2024-08-23,Mustard,5643.74,Chennai,939
2024-08-24,Mustard,5543.83,Chennai,988
2024-08-25,Mustard,5574.45,Indore,521
2024-08-26,Mustard,5584.89,Delhi,571
2024-08-27,Mustard,5412.34,Chennai,646
2024-08-28,Mustard,5461.71,Delhi,751
2024-08-29,Mustard,5494.33,Surat,218
2024-08-30,Mustard,5579.5,Delhi,268
2024-08-31,Mustard,5523.45,Delhi,733
2024-09-01,Mustard,5760.31,Mumbai,756
2024-09-02,Mustard,5691.39,Indore,834
2024-09-03,Mustard,5479.09,Indore,868
2024-09-04,Mustard,5791.23,Surat,970
2024-09-05,Mustard,5886.13,Surat,496
2024-09-06,Mustard,5099.55,Delhi,205
2024-09-07,Mustard,5691.7,Chennai,313
2024-09-08,Mustard,5363.7,Mumbai,231
2024-09-09,Mustard,5659.64,Delhi,296
2024-09-10,Mustard,5744.47,Indore,741
2024-09-11,Mustard,5318.89,Surat,180
2024-09-12,Mustard,5121.43,Delhi,965
2024-09-13,Mustard,5656.74,Chennai,406
2024-09-14,Mustard,5514.62,Indore,546
2024-09-15,Mustard,5151.88,Mumbai,994
2024-09-16,Mustard,5989.65,Surat,940
2024-09-17,Mustard,5606.94,Delhi,619
2024-09-18,Mustard,5614.54,Delhi,750
2024-09-19,Mustard,5752.28,Surat,408
2024-09-20,Mustard,5361.7,Surat,621
2024-09-21,Mustard,5502.85,Chennai,311
2024-09-22,Mustard,5211.94,Surat,576
2024-09-23,Mustard,5353.4,Delhi,559
2024-09-24,Mustard,5551.45,Chennai,625
2024-09-25,Mustard,5140.74,Delhi,953
2024-09-26,Mustard,5346.16,Chennai,335
2024-09-27,Mustard,5287.61,Delhi,577
2024-09-28,Mustard,5501.54,Surat,315
2024-09-29,Mustard,5588.13,Mumbai,228
2024-09-30,Mustard,5621.83,Delhi,521
2024-10-01,Mustard,5673.53,Chennai,655
2024-10-02,Mustard,5748.7,Surat,941
2024-10-03,Mustard,5596.39,Delhi,489
2024-10-04,Mustard,5853.21,Mumbai,150
2024-10-05,Mustard,5500.6,Delhi,393
2024-10-06,Mustard,5443.14,Indore,365
2024-10-07,Mustard,5600.52,Chennai,347
2024-10-08,Mustard,5437.17,Chennai,156
2024-10-09,Mustard,5852.51,Mumbai,542
2024-10-10,Mustard,5709.89,Delhi,831
2024-10-11,Mustard,5635.59,Mumbai,855
2024-10-12,Mustard,5513.8,Surat,915
2024-10-13,Mustard,5408.15,Delhi,382
2024-10-14,Mustard,5632.18,Delhi,209
2024-10-15,Mustard,5268.92,Mumbai,279
2024-10-16,Mustard,5803.77,Delhi,643
2024-10-17,Mustard,5464.08,Delhi,893
2024-10-18,Mustard,5563.47,Mumbai,942
2024-10-19,Mustard,5323.52,Delhi,156
2024-10-20,Mustard,5653.17,Surat,331
2024-10-21,Mustard,5421.09,Chennai,898
2024-10-22,Mustard,5645.1,Mumbai,312
2024-10-23,Mustard,5670.28,Delhi,629
2024-10-24,Mustard,5392.96,Mumbai,328
2024-10-25,Mustard,5301.61,Delhi,695
2024-10-26,Mustard,5836.65,Indore,534
2024-10-27,Mustard,5495.91,Delhi,857
2024-10-28,Mustard,5583.56,Delhi,721
2024-10-29,Mustard,5640.05,Chennai,641
2024-10-30,Mustard,5296.71,Surat,408
2024-10-31,Mustard,5644.6,Delhi,442
2024-11-01,Mustard,5576.64,Surat,276
2024-11-02,Mustard,5432.99,Indore,293
2024-11-03,Mustard,5335.39,Delhi,317
2024-11-04,Mustard,5693.01,Surat,260
2024-11-05,Mustard,5802.63,Chennai,907
2024-11-06,Mustard,5618.18,Mumbai,935
2024-11-07,Mustard,5301.06,Delhi,309
2024-11-08,Mustard,5382.1,Chennai,961
2024-11-09,Mustard,5512.88,Indore,378
2024-11-10,Mustard,5918.08,Indore,409
2024-11-11,Mustard,5561.77,Mumbai,239
2024-11-12,Mustard,5523.48,Delhi,920
2024-11-13,Mustard,5288.68,Mumbai,629
2024-11-14,Mustard,5498.34,Mumbai,211
2024-11-15,Mustard,5389.5,Chennai,509
2024-11-16,Mustard,5441.96,Chennai,438
2024-11-17,Mustard,5673.2,Chennai,358
2024-11-18,Mustard,5575.7,Delhi,715
2024-11-19,Mustard,6002.65,Indore,797
2024-11-20,Mustard,5885.27,Delhi,354
2024-11-21,Mustard,5554.91,Surat,997
2024-11-22,Mustard,5500.43,Indore,207
2024-11-23,Mustard,5967.53,Surat,693
2024-11-24,Mustard,6030.3,Chennai,584
2024-11-25,Mustard,5266.82,Surat,357
2024-11-26,Mustard,5731.72,Chennai,381
2024-11-27,Mustard,5670.32,Delhi,187
2024-11-28,Mustard,5858.16,Surat,115
2024-11-29,Mustard,6124.59,Surat,428
2024-11-30,Mustard,5647.04,Chennai,496
2024-12-01,Mustard,5339.58,Chennai,558
2024-12-02,Mustard,5875.47,Delhi,919
2024-12-03,Mustard,6045.68,Chennai,268
2024-12-04,Mustard,5715.03,Chennai,465
2024-12-05,Mustard,5642.93,Delhi,754
2024-12-06,Mustard,5704.7,Delhi,859
2024-12-07,Mustard,5970.48,Surat,515
2024-12-08,Mustard,5717.89,Indore,354
2024-12-09,Mustard,5882.94,Surat,952
2024-12-10,Mustard,5831.2,Mumbai,999
2024-12-11,Mustard,5819.08,Indore,719
2024-12-12,Mustard,5982.98,Delhi,520
2024-12-13,Mustard,5755.61,Chennai,952
2024-12-14,Mustard,5773.87,Chennai,336
2024-12-15,Mustard,6028.21,Mumbai,318
2024-12-16,Mustard,5680.05,Chennai,762
2024-12-17,Mustard,5710.17,Indore,243
2024-12-18,Mustard,5642.97,Chennai,354
2024-12-19,Mustard,6073.69,Surat,715
2024-12-20,Mustard,5891.72,Chennai,973
2024-12-21,Mustard,5658.96,Mumbai,399
2024-12-22,Mustard,6101.39,Surat,701
2024-12-23,Mustard,5828.48,Chennai,355
2024-12-24,Mustard,5774.24,Mumbai,831
2024-12-25,Mustard,5918.44,Mumbai,623
2024-12-26,Mustard,6262.35,Chennai,855
2024-12-27,Mustard,5896.64,Surat,411
2024-12-28,Mustard,6099.75,Indore,296
2024-12-29,Mustard,6139.16,Delhi,977
2024-12-30,Mustard,6091.46,Delhi,944
2024-12-31,Mustard,6266.08,Delhi,464
2025-01-01,Mustard,5879.51,Delhi,689
2025-01-02,Mustard,5821.33,Indore,141
2025-01-03,Mustard,5826.47,Surat,280
2025-01-04,Mustard,6019.22,Mumbai,170
2025-01-05,Mustard,5867.76,Mumbai,299
2025-01-06,Mustard,6095.71,Chennai,867
2025-01-07,Mustard,6090.62,Indore,685
2025-01-08,Mustard,6287.94,Indore,476
2025-01-09,Mustard,6151.44,Chennai,320
2025-01-10,Mustard,6018.95,Indore,281
2025-01-11,Mustard,6193.29,Indore,621
2025-01-12,Mustard,5913.99,Surat,103
2025-01-13,Mustard,6121.29,Delhi,947
2025-01-14,Mustard,6201.65,Surat,380
2025-01-15,Mustard,6172.45,Surat,709
2025-01-16,Mustard,6238.38,Surat,200
2025-01-17,Mustard,6035.3,Indore,620
2025-01-18,Mustard,6403.22,Chennai,408
