Date,Commodity,State,District,Price,Quantity,Market
2025-04-17,Mustard,Maharashtra,Indore,7200.0,435.95,Indore
2025-04-18,Mustard,Maharashtra,Indore,7200.0,746.81,Indore
2025-04-19,Mustard,Maharashtra,Indore,7200.0,171.28,Indore
2025-04-20,Mustard,Maharashtra,Indore,7200.0,946.98,Indore
2025-04-21,Mustard,Maharashtra,Indore,7200.0,885.61,Indore
2025-04-22,Mustard,Maharashtra,Indore,7200.0,204.09,Indore
2025-04-23,Mustard,Maharashtra,Indore,7200.0,180.07,Indore
2025-04-24,Mustard,Maharashtra,Indore,7200.0,850.38,Indore
2025-04-25,Mustard,Maharashtra,Indore,7200.0,467.41,Indore
2025-04-26,Mustard,Maharashtra,Indore,7200.0,577.81,Indore
2025-04-27,Mustard,Maharashtra,Indore,7200.0,121.15,Indore
2025-04-28,Mustard,Maharashtra,Indore,7200.0,191.9,Indore
2025-04-29,Mustard,Maharashtra,Indore,7200.0,112.78,Indore
2025-04-30,Mustard,Maharashtra,Indore,7200.0,344.56,Indore
2025-05-01,Mustard,Maharashtra,Indore,7200.0,958.92,Indore
2025-05-02,Mustard,Maharashtra,Indore,7200.0,179.31,Indore
2025-05-03,Mustard,Maharashtra,Indore,7200.0,149.35,Indore
2025-05-04,Mustard,Maharashtra,Indore,7200.0,822.12,Indore
2025-05-05,Mustard,Maharashtra,Indore,7200.0,287.27,Indore
2025-05-06,Mustard,Maharashtra,Indore,7200.0,482.81,Indore
2025-05-07,Mustard,Maharashtra,Indore,7200.0,265.45,Indore
2025-05-08,Mustard,Maharashtra,Indore,7200.0,997.5,Indore
2025-05-09,Mustard,Maharashtra,Indore,7200.0,629.59,Indore
2025-05-10,Mustard,Maharashtra,Indore,7200.0,917.46,Indore
2025-05-11,Mustard,Maharashtra,Indore,7200.0,249.94,Indore
2025-05-12,Mustard,Maharashtra,Indore,7200.0,275.68,Indore
2025-05-13,Mustard,Maharashtra,Indore,7200.0,462.37,Indore
2025-05-14,Mustard,Maharashtra,Indore,7200.0,990.17,Indore
2025-05-15,Mustard,Maharashtra,Indore,7200.0,269.64,Indore
2025-05-16,Mustard,Maharashtra,Indore,7200.0,898.15,Indore
2025-05-17,Mustard,Maharashtra,Indore,7200.0,428.94,Indore
2025-05-18,Mustard,Maharashtra,Indore,7200.0,390.93,Indore
2025-05-19,Mustard,Maharashtra,Indore,7200.0,117.99,Indore
2025-05-20,Mustard,Maharashtra,Indore,7200.0,814.04,Indore
2025-05-21,Mustard,Maharashtra,Indore,7200.0,423.04,Indore
2025-05-22,Mustard,Maharashtra,Indore,7200.0,401.0,Indore
2025-05-23,Mustard,Maharashtra,Indore,7200.0,126.5,Indore
2025-05-24,Mustard,Maharashtra,Indore,7200.0,740.26,Indore
2025-05-25,Mustard,Maharashtra,Indore,7200.0,569.56,Indore
2025-05-26,Mustard,Maharashtra,Indore,7200.0,628.42,Indore
2025-05-27,Mustard,Maharashtra,Indore,7200.0,578.44,Indore
2025-05-28,Mustard,Maharashtra,Indore,7200.0,370.11,Indore
2025-05-29,Mustard,Maharashtra,Indore,7200.0,141.33,Indore
2025-05-30,Mustard,Maharashtra,Indore,7200.0,989.56,Indore
2025-05-31,Mustard,Maharashtra,Indore,7200.0,757.26,Indore
2025-06-01,Mustard,Maharashtra,Indore,7200.0,900.85,Indore
2025-06-02,Mustard,Maharashtra,Indore,7200.0,721.14,Indore
2025-06-03,Mustard,Maharashtra,Indore,7200.0,999.57,Indore
2025-06-04,Mustard,Maharashtra,Indore,7200.0,826.32,Indore
2025-06-05,Mustard,Maharashtra,Indore,7200.0,925.69,Indore
2025-06-06,Mustard,Maharashtra,Indore,7200.0,963.36,Indore
2025-06-07,Mustard,Maharashtra,Indore,7200.0,502.17,Indore
2025-06-08,Mustard,Maharashtra,Indore,7200.0,685.94,Indore
2025-06-09,Mustard,Maharashtra,Indore,7200.0,591.37,Indore
2025-06-10,Mustard,Maharashtra,Indore,7200.0,171.52,Indore
2025-06-11,Mustard,Maharashtra,Indore,7200.0,316.55,Indore
2025-06-12,Mustard,Maharashtra,Indore,7200.0,555.71,Indore
2025-06-13,Mustard,Maharashtra,Indore,7200.0,973.42,Indore
2025-06-14,Mustard,Maharashtra,Indore,7200.0,649.54,Indore
2025-06-15,Mustard,Maharashtra,Indore,7200.0,894.0,Indore
2025-06-16,Mustard,Maharashtra,Indore,7200.0,604.17,Indore
2025-06-17,Mustard,Maharashtra,Indore,7200.0,292.83,Indore
2025-06-18,Mustard,Maharashtra,Indore,7200.0,554.3,Indore
2025-06-19,Mustard,Maharashtra,Indore,7200.0,705.56,Indore
2025-06-20,Mustard,Maharashtra,Indore,7200.0,884.63,Indore
2025-06-21,Mustard,Maharashtra,Indore,7200.0,867.73,Indore
2025-06-22,Mustard,Maharashtra,Indore,7200.0,989.01,Indore
2025-06-23,Mustard,Maharashtra,Indore,7200.0,973.98,Indore
2025-06-24,Mustard,Maharashtra,Indore,7200.0,611.85,Indore
2025-06-25,Mustard,Maharashtra,Indore,7200.0,499.5,Indore
2025-06-26,Mustard,Maharashtra,Indore,7200.0,160.79,Indore
2025-06-27,Mustard,Maharashtra,Indore,7200.0,697.59,Indore
2025-06-28,Mustard,Maharashtra,Indore,7200.0,190.36,Indore
2025-06-29,Mustard,Maharashtra,Indore,7200.0,573.49,Indore
2025-06-30,Mustard,Maharashtra,Indore,7200.0,187.55,Indore
2025-07-01,Mustard,Maharashtra,Indore,7200.0,231.32,Indore
2025-07-02,Mustard,Maharashtra,Indore,7200.0,319.71,Indore
2025-07-03,Mustard,Maharashtra,Indore,7200.0,946.94,Indore
2025-07-04,Mustard,Maharashtra,Indore,7200.0,831.39,Indore
2025-07-05,Mustard,Maharashtra,Indore,7200.0,864.19,Indore
2025-07-06,Mustard,Maharashtra,Indore,7200.0,436.41,Indore
2025-07-07,Mustard,Maharashtra,Indore,7200.0,897.86,Indore
2025-07-08,Mustard,Maharashtra,Indore,7200.0,750.22,Indore
2025-07-09,Mustard,Maharashtra,Indore,7200.0,872.13,Indore
2025-07-10,Mustard,Maharashtra,Indore,7200.0,373.2,Indore
2025-07-11,Mustard,Maharashtra,Indore,7200.0,683.21,Indore
2025-07-12,Mustard,Maharashtra,Indore,7200.0,448.31,Indore
2025-07-13,Mustard,Maharashtra,Indore,7200.0,802.24,Indore
2025-07-14,Mustard,Maharashtra,Indore,7200.0,891.24,Indore
2025-07-15,Mustard,Maharashtra,Indore,7200.0,659.28,Indore
2025-07-16,Mustard,Maharashtra,Indore,7200.0,474.08,Indore
2025-07-17,Mustard,Maharashtra,Indore,7200.0,635.12,Indore
2025-07-18,Mustard,Maharashtra,Indore,7200.0,709.93,Indore
2025-07-19,Mustard,Maharashtra,Indore,7200.0,569.32,Indore
2025-07-20,Mustard,Maharashtra,Indore,7200.0,523.48,Indore
2025-07-21,Mustard,Maharashtra,Indore,7200.0,259.41,Indore
2025-07-22,Mustard,Maharashtra,Indore,7200.0,497.94,Indore
2025-07-23,Mustard,Maharashtra,Indore,7200.0,758.11,Indore
2025-07-24,Mustard,Maharashtra,Indore,7200.0,517.93,Indore
2025-07-25,Mustard,Maharashtra,Indore,7200.0,576.53,Indore
2025-07-26,Mustard,Maharashtra,Indore,7200.0,650.5,Indore
2025-07-27,Mustard,Maharashtra,Indore,7200.0,685.07,Indore
2025-07-28,Mustard,Maharashtra,Indore,7200.0,124.25,Indore
2025-07-29,Mustard,Maharashtra,Indore,7200.0,959.17,Indore
2025-07-30,Mustard,Maharashtra,Indore,7200.0,905.27,Indore
2025-07-31,Mustard,Maharashtra,Indore,7200.0,786.51,Indore
2025-08-01,Mustard,Maharashtra,Indore,7200.0,591.38,Indore
2025-08-02,Mustard,Maharashtra,Indore,7200.0,292.34,Indore
2025-08-03,Mustard,Maharashtra,Indore,7200.0,740.81,Indore
2025-08-04,Mustard,Maharashtra,Indore,7200.0,741.61,Indore
2025-08-05,Mustard,Maharashtra,Indore,7200.0,799.62,Indore
2025-08-06,Mustard,Maharashtra,Indore,7200.0,858.64,Indore
2025-08-07,Mustard,Maharashtra,Indore,7200.0,881.17,Indore
2025-08-08,Mustard,Maharashtra,Indore,7200.0,619.51,Indore
2025-08-09,Mustard,Maharashtra,Indore,7200.0,687.93,Indore
2025-08-10,Mustard,Maharashtra,Indore,7200.0,390.14,Indore
2025-08-11,Mustard,Maharashtra,Indore,7200.0,641.54,Indore
2025-08-12,Mustard,Maharashtra,Indore,7200.0,408.34,Indore
2025-08-13,Mustard,Maharashtra,Indore,7200.0,521.97,Indore
2025-08-14,Mustard,Maharashtra,Indore,7200.0,615.72,Indore
2025-08-15,Mustard,Maharashtra,Indore,7200.0,994.3,Indore
2025-08-16,Mustard,Maharashtra,Indore,7200.0,558.48,Indore
2025-08-17,Mustard,Maharashtra,Indore,7200.0,509.11,Indore
2025-08-18,Mustard,Maharashtra,Indore,7200.0,537.39,Indore
2025-08-19,Mustard,Maharashtra,Indore,7200.0,351.39,Indore
2025-08-20,Mustard,Maharashtra,Indore,7200.0,286.89,Indore
2025-08-21,Mustard,Maharashtra,Indore,7200.0,418.4,Indore
2025-08-22,Mustard,Maharashtra,Indore,7200.0,635.14,Indore
2025-08-23,Mustard,Maharashtra,Indore,7200.0,320.93,Indore
2025-08-24,Mustard,Maharashtra,Indore,7200.0,337.55,Indore
2025-08-25,Mustard,Maharashtra,Indore,7200.0,796.77,Indore
2025-08-26,Mustard,Maharashtra,Indore,7200.0,310.28,Indore
2025-08-27,Mustard,Maharashtra,Indore,7200.0,717.03,Indore
2025-08-28,Mustard,Maharashtra,Indore,7200.0,161.29,Indore
2025-08-29,Mustard,Maharashtra,Indore,7200.0,551.19,Indore
2025-08-30,Mustard,Maharashtra,Indore,7200.0,271.48,Indore
2025-08-31,Mustard,Maharashtra,Indore,7200.0,344.08,Indore
2025-09-01,Mustard,Maharashtra,Indore,7200.0,863.57,Indore
2025-09-02,Mustard,Maharashtra,Indore,7200.0,483.87,Indore
2025-09-03,Mustard,Maharashtra,Indore,7200.0,967.56,Indore
2025-09-04,Mustard,Maharashtra,Indore,7200.0,568.31,Indore
2025-09-05,Mustard,Maharashtra,Indore,7200.0,504.48,Indore
2025-09-06,Mustard,Maharashtra,Indore,7200.0,443.51,Indore
2025-09-07,Mustard,Maharashtra,Indore,7200.0,172.21,Indore
2025-09-08,Mustard,Maharashtra,Indore,7200.0,721.55,Indore
2025-09-09,Mustard,Maharashtra,Indore,7200.0,930.4,Indore
2025-09-10,Mustard,Maharashtra,Indore,7200.0,508.7,Indore
2025-09-11,Mustard,Maharashtra,Indore,7200.0,189.3,Indore
2025-09-12,Mustard,Maharashtra,Indore,7200.0,976.42,Indore
2025-09-13,Mustard,Maharashtra,Indore,7200.0,913.11,Indore
2025-09-14,Mustard,Maharashtra,Indore,7200.0,991.0,Indore
2025-09-15,Mustard,Maharashtra,Indore,7200.0,285.19,Indore
2025-09-16,Mustard,Maharashtra,Indore,7200.0,566.27,Indore
2025-09-17,Mustard,Maharashtra,Indore,7200.0,661.42,Indore
2025-09-18,Mustard,Maharashtra,Indore,7200.0,323.81,Indore
2025-09-19,Mustard,Maharashtra,Indore,7200.0,857.59,Indore
2025-09-20,Mustard,Maharashtra,Indore,7200.0,606.21,Indore
2025-09-21,Mustard,Maharashtra,Indore,7200.0,802.43,Indore
2025-09-22,Mustard,Maharashtra,Indore,7200.0,299.09,Indore
2025-09-23,Mustard,Maharashtra,Indore,7200.0,915.1,Indore
2025-09-24,Mustard,Maharashtra,Indore,7200.0,436.67,Indore
2025-09-25,Mustard,Maharashtra,Indore,7200.0,137.9,Indore
2025-09-26,Mustard,Maharashtra,Indore,7200.0,231.2,Indore
2025-09-27,Mustard,Maharashtra,Indore,7200.0,125.22,Indore
2025-09-28,Mustard,Maharashtra,Indore,7200.0,302.93,Indore
2025-09-29,Mustard,Maharashtra,Indore,7200.0,593.01,Indore
2025-09-30,Mustard,Maharashtra,Indore,7200.0,606.54,Indore
2025-10-01,Mustard,Maharashtra,Indore,7200.0,660.26,Indore
2025-10-02,Mustard,Maharashtra,Indore,7200.0,589.37,Indore
2025-10-03,Mustard,Maharashtra,Indore,7200.0,459.83,Indore
2025-10-04,Mustard,Maharashtra,Indore,7200.0,288.64,Indore
2025-10-05,Mustard,Maharashtra,Indore,7200.0,281.31,Indore
2025-10-06,Mustard,Maharashtra,Indore,7200.0,257.71,Indore
2025-10-07,Mustard,Maharashtra,Indore,7200.0,595.15,Indore
2025-10-08,Mustard,Maharashtra,Indore,7200.0,403.25,Indore
2025-10-09,Mustard,Maharashtra,Indore,7200.0,344.57,Indore
2025-10-10,Mustard,Maharashtra,Indore,7200.0,659.75,Indore
2025-10-11,Mustard,Maharashtra,Indore,7200.0,175.18,Indore
2025-10-12,Mustard,Maharashtra,Indore,7200.0,682.16,Indore
2025-10-13,Mustard,Maharashtra,Indore,7200.0,255.49,Indore
2025-10-14,Mustard,Maharashtra,Indore,7200.0,894.12,Indore
2025-10-15,Mustard,Maharashtra,Indore,7200.0,851.04,Indore
2025-10-16,Mustard,Maharashtra,Indore,7200.0,405.23,Indore
2025-10-17,Mustard,Maharashtra,Indore,7200.0,222.48,Indore
2025-10-18,Mustard,Maharashtra,Indore,7200.0,122.72,Indore
2025-10-19,Mustard,Maharashtra,Indore,7200.0,638.32,Indore
2025-10-20,Mustard,Maharashtra,Indore,7200.0,339.95,Indore
2025-10-21,Mustard,Maharashtra,Indore,7200.0,439.8,Indore
2025-10-22,Mustard,Maharashtra,Indore,7200.0,732.86,Indore
2025-10-23,Mustard,Maharashtra,Indore,7200.0,265.39,Indore
2025-10-24,Mustard,Maharashtra,Indore,7200.0,500.06,Indore
2025-10-25,Mustard,Maharashtra,Indore,7200.0,915.08,Indore
2025-10-26,Mustard,Maharashtra,Indore,7200.0,663.83,Indore
2025-10-27,Mustard,Maharashtra,Indore,7200.0,197.76,Indore
2025-10-28,Mustard,Maharashtra,Indore,7200.0,287.57,Indore
2025-10-29,Mustard,Maharashtra,Indore,7200.0,222.96,Indore
2025-10-30,Mustard,Maharashtra,Indore,7200.0,765.46,Indore
2025-10-31,Mustard,Maharashtra,Indore,7200.0,967.4,Indore
2025-11-01,Mustard,Maharashtra,Indore,7200.0,968.61,Indore
2025-11-02,Mustard,Maharashtra,Indore,7200.0,384.73,Indore
2025-11-03,Mustard,Maharashtra,Indore,7200.0,104.83,Indore
2025-11-04,Mustard,Maharashtra,Indore,7200.0,611.44,Indore
2025-11-05,Mustard,Maharashtra,Indore,7200.0,222.72,Indore
2025-11-06,Mustard,Maharashtra,Indore,7200.0,864.38,Indore
2025-11-07,Mustard,Maharashtra,Indore,7200.0,362.87,Indore
2025-11-08,Mustard,Maharashtra,Indore,7200.0,772.19,Indore
2025-11-09,Mustard,Maharashtra,Indore,7200.0,882.87,Indore
2025-11-10,Mustard,Maharashtra,Indore,7200.0,259.51,Indore
2025-11-11,Mustard,Maharashtra,Indore,7200.0,226.14,Indore
2025-11-12,Mustard,Maharashtra,Indore,7200.0,357.8,Indore
2025-11-13,Mustard,Maharashtra,Indore,7200.0,854.12,Indore
2025-11-14,Mustard,Maharashtra,Indore,7200.0,896.83,Indore
2025-11-15,Mustard,Maharashtra,Indore,7200.0,878.64,Indore
2025-11-16,Mustard,Maharashtra,Indore,7200.0,208.02,Indore
2025-11-17,Mustard,Maharashtra,Indore,7200.0,847.81,Indore
2025-11-18,Mustard,Maharashtra,Indore,7200.0,338.59,Indore
2025-11-19,Mustard,Maharashtra,Indore,7200.0,179.19,Indore
2025-11-20,Mustard,Maharashtra,Indore,7200.0,202.98,Indore
2025-11-21,Mustard,Maharashtra,Indore,7200.0,408.07,Indore
2025-11-22,Mustard,Maharashtra,Indore,7200.0,895.56,Indore
2025-11-23,Mustard,Maharashtra,Indore,7200.0,739.46,Indore
2025-11-24,Mustard,Maharashtra,Indore,7200.0,287.45,Indore
2025-11-25,Mustard,Maharashtra,Indore,7200.0,765.68,Indore
2025-11-26,Mustard,Maharashtra,Indore,7200.0,948.15,Indore
2025-11-27,Mustard,Maharashtra,Indore,7200.0,922.67,Indore
2025-11-28,Mustard,Maharashtra,Indore,7200.0,566.1,Indore
2025-11-29,Mustard,Maharashtra,Indore,7200.0,166.59,Indore
2025-11-30,Mustard,Maharashtra,Indore,7200.0,616.79,Indore
2025-12-01,Mustard,Maharashtra,Indore,7200.0,852.18,Indore
2025-12-02,Mustard,Maharashtra,Indore,7200.0,332.21,Indore
2025-12-03,Mustard,Maharashtra,Indore,7200.0,467.64,Indore
2025-12-04,Mustard,Maharashtra,Indore,7200.0,882.22,Indore
2025-12-05,Mustard,Maharashtra,Indore,7200.0,323.64,Indore
2025-12-06,Mustard,Maharashtra,Indore,7200.0,355.24,Indore
2025-12-07,Mustard,Maharashtra,Indore,7200.0,169.68,Indore
2025-12-08,Mustard,Maharashtra,Indore,7200.0,364.5,Indore
2025-12-09,Mustard,Maharashtra,Indore,7200.0,215.53,Indore
2025-12-10,Mustard,Maharashtra,Indore,7200.0,297.79,Indore
2025-12-11,Mustard,Maharashtra,Indore,7200.0,787.12,Indore
2025-12-12,Mustard,Maharashtra,Indore,7200.0,166.64,Indore
2025-12-13,Mustard,Maharashtra,Indore,7200.0,627.18,Indore
2025-12-14,Mustard,Maharashtra,Indore,7200.0,137.12,Indore
2025-12-15,Mustard,Maharashtra,Indore,7200.0,208.29,Indore
2025-12-16,Mustard,Maharashtra,Indore,7200.0,367.5,Indore
2025-12-17,Mustard,Maharashtra,Indore,7200.0,521.18,Indore
2025-12-18,Mustard,Maharashtra,Indore,7200.0,320.42,Indore
2025-12-19,Mustard,Maharashtra,Indore,7200.0,820.54,Indore
2025-12-20,Mustard,Maharashtra,Indore,7200.0,494.04,Indore
2025-12-21,Mustard,Maharashtra,Indore,7200.0,580.26,Indore
2025-12-22,Mustard,Maharashtra,Indore,7200.0,134.02,Indore
2025-12-23,Mustard,Maharashtra,Indore,7200.0,312.06,Indore
2025-12-24,Mustard,Maharashtra,Indore,7200.0,771.45,Indore
2025-12-25,Mustard,Maharashtra,Indore,7200.0,557.93,Indore
2025-12-26,Mustard,Maharashtra,Indore,7200.0,512.03,Indore
2025-12-27,Mustard,Maharashtra,Indore,7200.0,794.49,Indore
2025-12-28,Mustard,Maharashtra,Indore,7200.0,837.99,Indore
2025-12-29,Mustard,Maharashtra,Indore,7200.0,113.48,Indore
2025-12-30,Mustard,Maharashtra,Indore,7200.0,451.57,Indore
2025-12-31,Mustard,Maharashtra,Indore,7200.0,926.5,Indore
2026-01-01,Mustard,Maharashtra,Indore,7200.0,928.25,Indore
2026-01-02,Mustard,Maharashtra,Indore,7200.0,960.46,Indore
2026-01-03,Mustard,Maharashtra,Indore,7200.0,218.96,Indore
2026-01-04,Mustard,Maharashtra,Indore,7200.0,181.83,Indore
2026-01-05,Mustard,Maharashtra,Indore,7200.0,516.55,Indore
2026-01-06,Mustard,Maharashtra,Indore,7200.0,152.53,Indore
2016-01-10,Soybean,Maharashtra,Indore,6525.0,311.31,Indore
2016-01-11,Soybean,Maharashtra,Indore,6600.0,473.21,Indore
2016-01-12,Soybean,Maharashtra,Indore,6600.0,375.79,Indore
2016-01-13,Soybean,Maharashtra,Indore,6600.0,135.5,Indore
2016-01-14,Soybean,Maharashtra,Indore,6600.0,216.22,Indore
2016-01-15,Soybean,Maharashtra,Indore,6600.0,159.81,Indore
2016-01-16,Soybean,Maharashtra,Indore,6600.0,699.25,Indore
2016-01-17,Soybean,Maharashtra,Indore,6600.0,187.18,Indore
2016-01-18,Soybean,Maharashtra,Indore,6600.0,550.5,Indore
2016-01-19,Soybean,Maharashtra,Indore,6600.0,998.38,Indore
2016-01-20,Soybean,Maharashtra,Indore,6600.0,947.46,Indore
2016-01-21,Soybean,Maharashtra,Indore,6600.0,572.51,Indore
2016-01-22,Soybean,Maharashtra,Indore,6600.0,207.4,Indore
2016-01-23,Soybean,Maharashtra,Indore,6600.0,759.22,Indore
2016-01-24,Soybean,Maharashtra,Indore,6600.0,944.31,Indore
2016-01-25,Soybean,Maharashtra,Indore,6600.0,628.56,Indore
2016-01-26,Soybean,Maharashtra,Indore,6600.0,229.76,Indore
2016-01-27,Soybean,Maharashtra,Indore,6600.0,634.46,Indore
2016-01-28,Soybean,Maharashtra,Indore,6600.0,203.37,Indore
2016-01-29,Soybean,Maharashtra,Indore,6600.0,580.33,Indore
2016-01-30,Soybean,Maharashtra,Indore,6600.0,781.54,Indore
2016-01-31,Soybean,Maharashtra,Indore,6600.0,372.82,Indore
2016-02-01,Soybean,Maharashtra,Indore,6600.0,340.87,Indore
2016-02-02,Soybean,Maharashtra,Indore,6600.0,233.85,Indore
2016-02-03,Soybean,Maharashtra,Indore,6600.0,194.36,Indore
2016-02-04,Soybean,Maharashtra,Indore,6600.0,212.95,Indore
2016-02-05,Soybean,Maharashtra,Indore,6600.0,863.81,Indore
2016-02-06,Soybean,Maharashtra,Indore,6600.0,855.68,Indore
2016-02-07,Soybean,Maharashtra,Indore,6600.0,546.58,Indore
2016-02-08,Soybean,Maharashtra,Indore,6600.0,519.9,Indore
2016-02-09,Soybean,Maharashtra,Indore,6600.0,140.36,Indore
2016-02-10,Soybean,Maharashtra,Indore,6600.0,816.89,Indore
2016-02-11,Soybean,Maharashtra,Indore,6600.0,452.03,Indore
2016-02-12,Soybean,Maharashtra,Indore,6600.0,415.12,Indore
2016-02-13,Soybean,Maharashtra,Indore,6600.0,611.37,Indore
2016-02-14,Soybean,Maharashtra,Indore,6600.0,809.87,Indore
2016-02-15,Soybean,Maharashtra,Indore,6600.0,786.57,Indore
2016-02-16,Soybean,Maharashtra,Indore,6600.0,750.68,Indore
2016-02-17,Soybean,Maharashtra,Indore,6600.0,956.52,Indore
2016-02-18,Soybean,Maharashtra,Indore,6600.0,973.6,Indore
2016-02-19,Soybean,Maharashtra,Indore,6600.0,975.36,Indore
2016-02-20,Soybean,Maharashtra,Indore,6600.0,479.3,Indore
2016-02-21,Soybean,Maharashtra,Indore,6600.0,998.28,Indore
2016-02-22,Soybean,Maharashtra,Indore,6600.0,838.23,Indore
2016-02-23,Soybean,Maharashtra,Indore,6600.0,997.6,Indore
2016-02-24,Soybean,Maharashtra,Indore,6600.0,285.69,Indore
2016-02-25,Soybean,Maharashtra,Indore,6600.0,675.68,Indore
2016-02-26,Soybean,Maharashtra,Indore,6600.0,711.12,Indore
2016-02-27,Soybean,Maharashtra,Indore,6600.0,687.78,Indore
2016-02-28,Soybean,Maharashtra,Indore,6600.0,182.8,Indore
2016-02-29,Soybean,Maharashtra,Indore,6600.0,974.76,Indore
2016-03-01,Soybean,Maharashtra,Indore,6600.0,764.5,Indore
2016-03-02,Soybean,Maharashtra,Indore,6600.0,952.87,Indore
2016-03-03,Soybean,Maharashtra,Indore,6600.0,964.83,Indore
2016-03-04,Soybean,Maharashtra,Indore,6600.0,565.9,Indore
2016-03-05,Soybean,Maharashtra,Indore,6600.0,861.46,Indore
2016-03-06,Soybean,Maharashtra,Indore,6600.0,609.2,Indore
2016-03-07,Soybean,Maharashtra,Indore,6600.0,741.93,Indore
2016-03-08,Soybean,Maharashtra,Indore,6600.0,851.71,Indore
2016-03-09,Soybean,Maharashtra,Indore,6600.0,812.78,Indore
2016-03-10,Soybean,Maharashtra,Indore,6600.0,684.79,Indore
2016-03-11,Soybean,Maharashtra,Indore,6600.0,934.98,Indore
2016-03-12,Soybean,Maharashtra,Indore,6600.0,976.69,Indore
2016-03-13,Soybean,Maharashtra,Indore,6600.0,542.65,Indore
2016-03-14,Soybean,Maharashtra,Indore,6600.0,565.96,Indore
2016-03-15,Soybean,Maharashtra,Indore,6600.0,348.38,Indore
2016-03-16,Soybean,Maharashtra,Indore,6600.0,654.11,Indore
2016-03-17,Soybean,Maharashtra,Indore,6600.0,940.67,Indore
2016-03-18,Soybean,Maharashtra,Indore,6600.0,322.58,Indore
2016-03-19,Soybean,Maharashtra,Indore,6600.0,935.3,Indore
2016-03-20,Soybean,Maharashtra,Indore,6600.0,960.79,Indore
2016-03-21,Soybean,Maharashtra,Indore,6600.0,205.72,Indore
2016-03-22,Soybean,Maharashtra,Indore,6600.0,786.45,Indore
2016-03-23,Soybean,Maharashtra,Indore,6600.0,213.16,Indore
2016-03-24,Soybean,Maharashtra,Indore,6600.0,929.13,Indore
2016-03-25,Soybean,Maharashtra,Indore,6600.0,177.18,Indore
2016-03-26,Soybean,Maharashtra,Indore,6600.0,586.98,Indore
2016-03-27,Soybean,Maharashtra,Indore,6600.0,719.2,Indore
2016-03-28,Soybean,Maharashtra,Indore,6600.0,186.58,Indore
2016-03-29,Soybean,Maharashtra,Indore,6600.0,874.96,Indore
2016-03-30,Soybean,Maharashtra,Indore,6600.0,125.68,Indore
2016-03-31,Soybean,Maharashtra,Indore,6600.0,914.82,Indore
2016-04-01,Soybean,Maharashtra,Indore,6600.0,502.55,Indore
2016-04-02,Soybean,Maharashtra,Indore,6600.0,703.4,Indore
2016-04-03,Soybean,Maharashtra,Indore,6600.0,835.65,Indore
2016-04-04,Soybean,Maharashtra,Indore,6600.0,770.64,Indore
2016-04-05,Soybean,Maharashtra,Indore,6600.0,752.85,Indore
2016-04-06,Soybean,Maharashtra,Indore,6600.0,580.95,Indore
2016-04-07,Soybean,Maharashtra,Indore,6600.0,615.52,Indore
2016-04-08,Soybean,Maharashtra,Indore,6600.0,878.96,Indore
2016-04-09,Soybean,Maharashtra,Indore,6600.0,410.13,Indore
2016-04-10,Soybean,Maharashtra,Indore,6600.0,926.61,Indore
2016-04-11,Soybean,Maharashtra,Indore,6600.0,580.15,Indore
2016-04-12,Soybean,Maharashtra,Indore,6600.0,217.93,Indore
2016-04-13,Soybean,Maharashtra,Indore,6600.0,703.63,Indore
2016-04-14,Soybean,Maharashtra,Indore,6600.0,475.21,Indore
2016-04-15,Soybean,Maharashtra,Indore,6600.0,208.49,Indore
2016-04-16,Soybean,Maharashtra,Indore,6600.0,463.97,Indore
2016-04-17,Soybean,Maharashtra,Indore,6600.0,375.92,Indore
2016-04-18,Soybean,Maharashtra,Indore,6600.0,640.68,Indore
2016-04-19,Soybean,Maharashtra,Indore,6600.0,226.95,Indore
2016-04-20,Soybean,Maharashtra,Indore,6600.0,437.22,Indore
2016-04-21,Soybean,Maharashtra,Indore,6600.0,584.84,Indore
2016-04-22,Soybean,Maharashtra,Indore,6600.0,636.26,Indore
2016-04-23,Soybean,Maharashtra,Indore,6600.0,779.81,Indore
2016-04-24,Soybean,Maharashtra,Indore,6600.0,392.76,Indore
2016-04-25,Soybean,Maharashtra,Indore,6600.0,132.98,Indore
2016-04-26,Soybean,Maharashtra,Indore,6600.0,242.84,Indore
2016-04-27,Soybean,Maharashtra,Indore,6600.0,436.39,Indore
2016-04-28,Soybean,Maharashtra,Indore,6600.0,144.81,Indore
2016-04-29,Soybean,Maharashtra,Indore,6600.0,199.49,Indore
2016-04-30,Soybean,Maharashtra,Indore,6600.0,751.54,Indore
2016-05-01,Soybean,Maharashtra,Indore,6600.0,718.02,Indore
2016-05-02,Soybean,Maharashtra,Indore,6600.0,106.73,Indore
2016-05-03,Soybean,Maharashtra,Indore,6600.0,751.23,Indore
2016-05-04,Soybean,Maharashtra,Indore,6600.0,385.76,Indore
2016-05-05,Soybean,Maharashtra,Indore,6600.0,764.41,Indore
2016-05-06,Soybean,Maharashtra,Indore,6600.0,433.11,Indore
2016-05-07,Soybean,Maharashtra,Indore,6600.0,294.02,Indore
2016-05-08,Soybean,Maharashtra,Indore,6600.0,348.32,Indore
2016-05-09,Soybean,Maharashtra,Indore,6600.0,526.05,Indore
2016-05-10,Soybean,Maharashtra,Indore,6600.0,640.4,Indore
2016-05-11,Soybean,Maharashtra,Indore,6600.0,865.26,Indore
